timestamp,text
I've already pre rinsed the rice. I learned this trick.,"7 minutes, 49 seconds"
"7 minutes, 52 seconds",7:52
8:00,"You put a little bit of olive oil or butter or whatever oil you like to use in the pan, and that coats every grain of the rice."
"And basically, for brown rice, it's a two to one ratio. So remember, it's basically two cups of rice, the four cups of water.",8 minutes
"8 minutes, 7 seconds",8:07
8:16,"Or if it's one cup of rice, it's two cups of water, And that makes it really kind of yummy. And I'm gonna cover the rice and you let it boil. As soon as it boils, you just turn to simmer."
"And for brown rice, it's about forty, forty five minutes. For white rice, twenty minutes. And make sure it doesn't go too long because it'll get gummy or it'll stick.","8 minutes, 16 seconds"
"8 minutes, 24 seconds",8:24
8:33,So So just put your timer on your phone and get rice. Next step is chicken thighs coming up. They season them. They're all ready to go.
And I just put olive oil in the pan. We're gonna cook those in the in the cast iron's cup.,"8 minutes, 33 seconds"
"8 minutes, 38 seconds",8:38
8:45,"So we're gonna just cook the chicken thighs with the spicy side down, and I'm do a little more spicing on the other side while on while they're on cast iron pan."
"So, basically, you cook these about five, seven minutes a side. Cook them through. You don't want raw chicken. Take them out, put them on plate, and then you can dice them up.","8 minutes, 45 seconds"
"8 minutes, 54 seconds",8:54
9:01,So next we're gonna do is make the veggies that go with the burrito bowl. It's kinda like the heat of veggies. A little olive oil. You don't wanna heat the olive oil too high.
"You usually put onions in first, and carrots, and bell peppers, and you just cook them down. Little salt and pepper, and you've got your yummy veggies.","9 minutes, 1 second"
"9 minutes, 10 seconds",9:10
9:19,"Carrot, onions, and peppers. The next step is when the chicken's been cooking for a while, you wanna flip it over. And the cast iron pans are great because things don't really stick to them."
They're really easy to clean. Alright. So we're gonna just make the bowls. This is the hard part.,"9 minutes, 19 seconds"
"9 minutes, 26 seconds",9:26
9:30,"Let's slice up the chicken, take a little bit of rice, and then all the toppings."
"A little salsa on the top, a little bit of fajita kind of veggies, a little bit of","9 minutes, 30 seconds"
"9 minutes, 35 seconds",9:35
9:42,"shredded lettuce, a little bit of black beans, and then a little bit of corn, and we're good to go."
"And that, my friends, is a beautiful homemade delicious burrito bowl. Building a healthy plate is simple.","9 minutes, 42 seconds"
9:51,Chapter 5: Building a Healthy Plate.
You don't need to count calories or overthink it.,"9 minutes, 51 seconds"
"9 minutes, 54 seconds",9:54
10:03,"Start with half your plate with vegetables, especially the nonstarchy vegetables like leafy greens, broccoli, or cabbage. That's the foundation of every meal."
"Think two fists, and don't worry about limiting them. You get unlimited refills. Next, add a quarter of your plate as protein.","10 minutes, 3 seconds"
"10 minutes, 9 seconds",10:09
10:18,"Chicken, fish, eggs, meat, or plant protein. Protein helps keep you full and stabilizes your blood sugar. Aim for a palm sized portion."
"Then add a quarter of whole carbs, like sweet potatoes, rice, beans, or quinoa. These foods aren't bad. They just work best in the right proportions and pair with protein and fiber.","10 minutes, 18 seconds"
"10 minutes, 28 seconds",10:28
10:38,"Keep it to one cupped hand. And finally, add healthy fat when you can. Olive oil, nuts, seeds, avocados. Fat helps with satisfaction and nutrient absorption."
Think thumb sized portions or a small handful.,"10 minutes, 38 seconds"
"10 minutes, 41 seconds",10:41
Chapter 6: Recipe: Whole chicken recipe,"Now this combination, protein, fiber, and healthy fat keeps your energy steady, reduces cravings, and it makes real food easy to stick with."
"10 minutes, 54 seconds",10:54
11:02,Some people are chicken to chickens. It's so easy to make a chicken. It's so fast. It's so delicious.
You will never go back.,"11 minutes, 2 seconds"
"11 minutes, 3 seconds",11:03
11:09,"It may be a little intimidating, but I'm gonna show you how to make it really quick, really easy, and kinda no pain."
"The first thing you do is you get a chicken, you rinse it, we already washed it off, you take out the innards. Now, all this stuff looks gross, but it's actually kinda good for you.","11 minutes, 9 seconds"
"11 minutes, 17 seconds",11:17
11:25,"All the organ meats are the things that have the most nutrition in them. And you wanna coat the coat the chicken all well, so you kinda give it a little massage. And the breast side always goes up."
What I do is this is this is the sort of fun part. You steam it from the inside. This is my sister's recipe.,"11 minutes, 25 seconds"
"11 minutes, 30 seconds",11:30
11:39,"You take basically a a lemon and you kind of roll it like this, and you get it all soft and mushy and squishy, and then you stick it with a fork like this."
"And then you stick it inside the chicken. Sometimes you can even take two lemons, stick two lemons in if it's a two lemon chicken. It could be a big chicken.","11 minutes, 39 seconds"
"11 minutes, 46 seconds",11:46
11:52,"And this makes it all juicy, you don't get dried out chicken. And then you cook it at a high temperature like four twenty five."
And I like to stuff it also with whole cloves of garlic and rosemary. And you stick it in there. Just kind of stuff it in there.,"11 minutes, 52 seconds"
"11 minutes, 59 seconds",11:59
12:02,"And then if you have a skewer, you just kind of skewer it through."
"We don't have one, but the basic idea is just to get it so tight, get all that juice to stay in there. I'm gonna wash my hands.","12 minutes, 2 seconds"
"12 minutes, 9 seconds",12:09
12:19,"And then you just salt and pepper and that, that's it. Like, I don't even know if that got three minutes. And then you stick it on a roasting pan and you put it in the oven."
"And that's, my friend, is how you make a whole chicken. Don't be chicken of chicken. You cook the chicken, it's twenty minutes a pound at about four twenty five, four fifty.","12 minutes, 19 seconds"
"12 minutes, 28 seconds",12:28
12:35,"You weigh the chicken or it usually says on the label, and that's it. And you set the timer and you're done. And then sweet potatoes, also extremely difficult to make."
You take them and you put them in the oven on a little pan. That's it.,"12 minutes, 35 seconds"
"12 minutes, 39 seconds",12:39
12:50,"And you get sweet potatoes, but don't cook them as long as the chicken because the chicken that size takes about ninety minutes, and these only take about forty five minutes at four fifty or maybe at three fifty of an hour."
"You know, I put butter and salt in them when they come out. Delicious. We're gonna make steamed broccoli with lemon, garlic, and olive oil, and salt and pepper. That's it.","12 minutes, 50 seconds"
"12 minutes, 57 seconds",12:57
13:05,"You can use frozen broccoli, use your fresh broccoli. All you need is a pot. Basically, just get a little water in the bottom and just throw it in there. That's the hard part, throw in there."
"Cover it over. Watch it carefully because it doesn't take long to cook. And if you overcook it, it's mush.","13 minutes, 5 seconds"
"13 minutes, 11 seconds",13:11
13:16,And the reason people don't like vegetables is because they turn to mush if you cook them too much.
"So what you do is to make the dressing for the broccoli is just a little garlic, and you can make more or less. You can crush it. A little bit of olive oil, and I don't really measure.","13 minutes, 16 seconds"
"13 minutes, 24 seconds",13:24
13:32,"I just put a few tablespoons of olive oil in there. Then I take a lemon. And again, you can get a lemon squeezer or you can just use your fingers. I just use my thumb."
"I stick my thumb in there, and I just squeeze it.","13 minutes, 32 seconds"
"13 minutes, 35 seconds",13:35
13:43,"And, you know, all the nice lemon juice in there, a little bit of salt and pepper, and that's it. You know, you can measure stuff, but you kinda just get to know what's what after a while."
"Once you cook your broccoli, didn't wanna overdo it, but you steam it nicely, you put it in a strainer, and you just put it in the sauce, and that's it. I'm gonna have a piece because I'm hungry.","13 minutes, 43 seconds"
"13 minutes, 54 seconds",13:54
14:01,"So good. Alright, folks. We are gonna do a lesson in how to cut a chicken."
"So what you do first is you do surgery. You take out the lemons. They're hot and steamy inside, and they basically steam the chicken from the inside.","14 minutes, 1 second"
"14 minutes, 8 seconds",14:08
14:12,"You take the chicken, and the way I cut it is I cut off the legs first."
"So you cut off the legs, and you can see if you open it up, you can see it's done because it's not pink inside. You don't want pink chicken, and it just it kind of falls apart.","14 minutes, 12 seconds"
"14 minutes, 20 seconds",14:20
14:29,And then you can just put legs on there. It's really yummy. That's a chef's prerogative.
"I can't just crunch your skin. And then cut the wings off. Again, really quite simple.","14 minutes, 29 seconds"
"14 minutes, 34 seconds",14:34
14:42,I'm just gonna pull them back and use a knife to kinda peel them off the chicken because it's already it's already kinda soft and juicy inside.
"The hard part is, you know, you kinda need a big knife to do the the rest of the chicken, but I love the crispy wings. The way I do the chicken is I just go right down the middle.","14 minutes, 42 seconds"
"14 minutes, 50 seconds",14:50
14:57,"I kind of go in the breast, in the top, and then you kind of cut down. Surgery, it's a little tough."
"Give this like a the big knife, it's easier. And it kind of falls apart because it's already cooked delicious. And then the breast you can just cut in half like this.","14 minutes, 57 seconds"
"15 minutes, 6 seconds",15:06
15:10,"And now the thing that's really cool is a lemon trick. And basically, they're hot, so be careful."
And what I normally do is just kind of stick my knife in there because they can kind of square it apart.,"15 minutes, 10 seconds"
"15 minutes, 15 seconds",15:15
15:24,"You can just squeeze the lemon without burning your fingers, and the juice goes all over everything. Everything is delicious."
"It'll be chicken and chicken. And you can actually take this juice if you want, pour it on a little bit. I like the juice from the bottom of the pan, kind of yummy. Makes it even more delicious.","15 minutes, 24 seconds"
"15 minutes, 33 seconds",15:33
Chapter 7: Encouragement and whole foods challenge,"Then you can take a piece of chicken, put it on your plate, a little broccoli, and you've got a meal for two."
"15 minutes, 40 seconds",15:40
15:50,"Very easy or more, there's leftovers for tomorrow. Now I want to be clear."
"Food access is a real issue. Policy matters, food deserts exist, and none of this is your fault. But you're not powerless.","15 minutes, 50 seconds"
"15 minutes, 58 seconds",15:58
16:03,Even one small change can shift your health and your future. So here's the challenge.
Eat a whole foods diet for seven days on about $6 a day.,"16 minutes, 3 seconds"
"16 minutes, 9 seconds",16:09
16:15,Now that's the reality that many families are living with and it's possible to make nourishing choices on that budget.
"Now if you plan to do the challenge with me and want a little extra guidance, download my free PDF, a budget friendly guide to healthy eating.","16 minutes, 15 seconds"
"16 minutes, 23 seconds",16:23
16:33,I created this guide to help you take what you learned in this video and apply it in real life. All the recipes you saw me make here are included in the guide.
"Plus about 30 additional recipes, all for about $6 a day.","16 minutes, 33 seconds"
"16 minutes, 37 seconds",16:37
16:44,"You also get a sample meal planning template, grocery lists, a batch prep guide, and some must have kitchen essentials."
"Now if you're eating on $6 a day for a week, and that feels like too much to do, start smaller.","16 minutes, 44 seconds"
"16 minutes, 50 seconds",16:50
16:59,"Maybe it's cooking one whole food dinner this week, or swapping out processed foods for real food for a few days. It doesn't matter what you choose, what matters is that you start."
"Do it with someone you trust, because getting healthy is a team sport and it's more fun together. Learn together, help each other, support each other.","16 minutes, 59 seconds"
"17 minutes, 6 seconds",17:06
